seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
2376,1,1,1,115,1,1120,0,5,5,1,2,56,0,NA,NA,NA,NA,1,M,1,4.5,4.5,0,3086,1153,3423,1276,1175,170,0,32.09999847,1,1,18,1,2,0,25,29,2,360,NA,172.5,2,0,0,N,0,0,4,95.19999695,3.599999905,0,0,1,0,1,16,210.4754333,0,0
2377,1,1,1,100,1,1120,0,5,5,2,1,58,0,NA,NA,NA,NA,1,M,0,6,5,0,2500,2009,2500,2309,1077,125,0,30.70000076,1,1,20,2,2,0,22,29,2,360,NA,143,2,0,0,Y,0,0,4,87.40000153,3.599999905,0,1,0,0,1,14,999999.375,0,0
2378,1,1,1,60,2,1120,1,3,3,1,2,74,0,NA,NA,NA,NA,1,M,0,35,15,0,2400,1800,2400,3800,878,207,0,112.6999969,1,1,3,2,1,0,14,14,1,180,NA,215,1,0,0,N,0,0,2,307.5,3.599999905,0,0,0,1,1,12,270.9677429,0,0
2379,1,1,1,99,1,1120,1,5,5,1,2,50,0,NA,NA,NA,NA,1,M,0,6,6,0,2253,0,2253,0,893,99,0,2,1,1,30,2,1,0,31,41,2,360,NA,99,2,0,0,N,0,0,4,20,3.599999905,0,1,0,0,1,12,595.8911743,0,0
2380,1,1,1,100,1,1120,1,3,8,1,4,45,0,NA,NA,NA,NA,1,U,0,2,2,0,3250,0,3750,0,1054,115,0,28.10000038,1,1,6,2,1,0,28,37,1,360,3+3,115,1,0,0,N,0,0,4,37.09999847,3.599999905,0,0,0,0,0,15,373.3144836,0,0
2381,1,1,1,100,1,1120,1,3,8,2,4,26,0,NA,NA,NA,NA,1,U,0,1,0.8999999762,0,1668,0,2168,0,953,105,0,47.59999847,1,1,6,2,5,0,43,43,1,360,3+3,105,1,0,0,N,0,0,4,42.90000153,3.599999905,0,0,0,0,0,14,373.3144836,0,0
2382,1,1,1,203,1,1120,1,5,8,1,4,70,0,NA,NA,NA,NA,3,U,0,6,6,0,4417,0,5833,0,2136,225,0,34.5,1,1,6,2,1,0,36,43,2,360,NA,225,3,1,0,N,0,0,4,94,3.599999905,0,1,0,0,1,14,484.6384583,0,1
2383,1,1,1,158,1,1120,0,5,5,1,2,67,0,NA,NA,NA,NA,2,M,2,18,0.6000000238,0,4167,1447,4167,1447,1497,175,0,10.30000019,1,1,5,2,1,0,26,26,1,360,NA,175,1,0,0,N,0,0,4,36.79999924,3.599999905,0,0,1,1,0,15,225.4498444,0,0
2385,1,1,1,81,1,1120,1,5,8,2,4,40,0,NA,NA,NA,NA,3,U,0,1.600000024,1.600000024,0,3300,0,3320,0,776,85,0,13.5,1,1,8,2,5,0,23,23,1,360,NA,85,1,0,0,N,0,0,4,-6.800000191,3.599999905,0,1,1,0,1,18,445.2431946,0,0
2386,1,1,1,144,1,1120,1,5,8,1,4,84,0,NA,NA,NA,NA,3,U,0,5,5,0,4370,0,7010,0,1496,180,0,87.09999847,1,1,4,2,5,0,21,21,2,360,NA,180,3,0,0,N,0,0,4,201.8000031,3.599999905,0,0,1,0,1,12,467.150238,0,1
2387,1,1,1,230,1,1120,0,5,5,1,2,128,0,NA,NA,NA,NA,1,M,4,15,0.75,0,7567,1416,9233,1416,2266.23999,290,0,111.1999969,1,1,29,1,1,0,21.29999924,21.70000076,2,360,NA,360,2,0,0,N,0,0,2,295.7529907,3.200000048,0,1,1,1,0,18,191.3909302,0,0
2389,1,1,1,90,1,1120,0,5,8,2,4,37,1,NA,NA,NA,NA,1,S,0,7,7,0,2780,0,3124,0,1005.599976,119.9000015,0,78.32800293,1,1,18,2,1,0,32.20000076,37,2,360,NA,123,1,0,0,N,0,0,2,122.7519989,3.099999905,0,1,1,0,1,15,257.2614441,0,0
2390,1,1,1,243,1,1120,0,5,5,1,2,95,0,NA,NA,NA,NA,1,M,2,6,0.25,0,3510,4416,3510,4416,2330.959961,270,0,30.6779995,1,1,22,2,6,0,29.39999962,33.20000076,1,360,NA,270,2,1,0,N,0,0,2,82.49700165,1.799999952,0,0,1,0,0,999999.375,230.3032227,0,0
2391,1,1,1,96,1,1120,0,5,8,1,4,51,1,NA,NA,NA,NA,1,S,0,12,12,1,6000,0,6000,0,977.7600098,120,0,54.21500015,1,1,17,1,2,0,23.20000076,30,2,360,NA,122,2,1,0,N,0,0,2,301.4649963,3.200000048,0,1,1,0,1,12,257.2614441,0,0
2392,1,1,1,95,1,1120,0,5,5,1,2,46,1,NA,NA,NA,NA,1,M,0,5,1.5,0,2333,1516,2333,1516,1005.23999,135,0,52.33300018,1,1,16,2,6,0,26.10000038,37.09999847,2,360,NA,138,2,0,0,N,0,0,2,66.03199768,3.200000048,0,0,1,0,0,12,271.3592224,0,0
2393,1,1,1,162,1,1120,0,5,5,1,2,79,1,NA,NA,NA,NA,1,M,0,10,7,0,3332,2669,3887,2669,1555.339966,180,0,23.34900093,1,1,38,2,1,0,23.70000076,35,2,360,NA,193,2,1,0,N,0,0,2,20.58099937,4.300000191,0,1,1,0,0,999999.375,212.8153381,0,0
2394,1,1,1,35,1,1120,0,5,5,1,2,42,1,NA,NA,NA,NA,1,S,0,3,1.399999976,0,1516,1875,1516,1951,475.3900146,45,0,30.70700073,1,1,18,2,1,0,13.69999981,17,2,360,NA,153,2,0,0,Y,0,0,2,50.8219986,4.300000191,0,1,1,0,0,999999.375,219.8178864,0,0
2395,1,1,1,59,1,1120,0,5,5,1,2,69,0,NA,NA,NA,NA,1,M,2,12,12,0,3427,2296,3427,2296,705.5,65,0,10.30000019,1,1,13,2,6,0,12.32999992,26.18000031,2,360,NA,80,1,1,0,N,0,0,2,20.13800049,3.099999905,0,0,1,1,1,999999.375,193.8895416,0,0
2396,1,1,1,110,1,1120,0,5,5,1,2,63,1,NA,NA,NA,NA,1,M,2,13,13,0,4226,1040,4226,1040,1106.540039,141,0,13.10000038,1,1,8,2,5,0,21,21.89999962,2,360,NA,148,2,0,0,N,0,0,2,45.32600021,8.899999619,0,0,1,0,0,12,244.2481842,0,0
2397,1,1,1,96,1,1120,0,5,5,1,2,38,1,NA,NA,NA,NA,1,M,1,13,13,0,3145,0,3145,0,1027.319946,120,0,36.74200058,1,1,7,2,4,0,32.70000076,34.79999924,2,360,NA,120,1,1,0,N,0,0,2,65.44999695,3.099999905,0,1,0,1,1,16,235.5749359,0,0
2398,1,1,1,171,1,1120,1,3,5,1,2,33,9,NA,NA,NA,NA,2,S,0,6,6,0,2014,698,2014,698,1598.25,180,0,39.88800049,1,1,5,2,1,0,20.20999908,20.57999992,2,300,MHFA,180,3,1,0,N,0,0,2,96.86699677,3.200000048,1,1,0,1,1,999999.375,852.3809814,0,1
2400,1,1,1,89,1,1120,0,4,4,1,2,35,9,NA,NA,NA,NA,1,M,1,4,4,0,2784,0,2909,0,814.7800293,118,0,36.14300156,1,1,10,2,1,0,29.27000046,37.70000076,2,360,MHFA,119,2,0,0,N,0,0,2,44.37900162,3.200000048,0,1,1,0,0,16,236.4887085,0,0
2401,1,1,1,97,1,1120,0,4,5,1,2,37,9,NA,NA,NA,NA,1,M,1,10,0.5,0,2275,796,2275,796,953.7999878,102,0,12.44499969,1,1,15,2,6,0,31.10000038,34.29999924,2,360,MHFA,106.9000015,2,1,0,N,0,0,2,23.04000092,3.200000048,0,1,1,0,1,999999.375,228.3083649,0,0
2402,1,1,1,175,1,1120,0,5,5,1,2,59,1,NA,NA,NA,NA,1,M,1,14,0.25,0,2817,0,4291,0,1743.530029,265.5,0,13.57800007,1,1,5,2,6,0,36,36,2,360,NA,258,2,0,0,Y,0,0,2,70.82800293,3.200000048,0,0,1,1,0,999999.375,229.6940765,0,0
2409,1,1,1,79,1,1120,0,5,5,1,2,55,1,NA,NA,NA,NA,1,M,0,28,28,0,2990,5202,4107,5202,1056,147,0,48,1,1,40,1,1,0,11,43,2,360,NA,147,2,0,0,N,0,0,1,348,3.200000048,0,0,1,1,0,18,257.585083,0,0
2410,1,1,1,115,1,1120,0,5,5,2,1,51,3,NA,NA,NA,NA,1,M,0,999999.375,999999.375,0,0,0,8751,0,3196,582,0,186,2,1,35,1,3,0,22,27,1,360,NA,582,2,0,0,N,1,0,1,16110,3.599999905,0,1,1,1,0,18,237.0037689,0,0
2411,1,1,1,138,1,1120,0,5,5,1,2,56,1,NA,NA,NA,NA,1,M,0,10,2,0,3246,1417,3246,1417,1323,145,0,21,1,1,9,1,5,0,28,36,2,360,NA,145,2,1,0,N,0,0,1,129,3.200000048,0,0,1,0,1,18,219.1657715,0,0
2412,1,1,1,132,1,1120,0,5,8,1,4,28,9,NA,NA,NA,NA,2,U,0,3.5,3.5,0,2334,0,2334,0,1262,141,0,12,1,1,0,2,4,0,22,27,2,360,MHFA,160,3,1,0,Y,0,1,1,20,3.900000095,0,0,0,0,1,12,293.0956421,0,1
2413,1,1,1,188,1,1120,0,5,5,1,2,86,0,NA,NA,NA,NA,1,M,0,9,2,0,7633,0,9328,0,1923,278,0,15,1,1,32,2,5,1,23,27,2,180,NA,278,2,0,0,N,0,0,1,10,1.799999952,0,0,1,0,1,18,219.1657715,0,0
2414,1,1,1,100,1,1120,1,3,3,2,1,43,1,NA,NA,NA,NA,1,S,0,5,5,0,1712,1648,1712,1901,1065,105,0,8,2,1,17,1,2,0,29,31,2,360,NA,106,2,1,0,N,0,0,2,77,3.599999905,1,1,1,0,1,16,322.9088135,0,0
2415,1,1,1,117,1,1120,0,5,5,1,2,47,0,NA,NA,NA,NA,1,M,0,0.5,0.5,0,1250,2665,1250,2665,1186,129,0,22,1,1,14,2,1,0,30,35,1,360,FTHB,133,2,1,0,Y,0,0,2,52,3.200000048,0,0,1,0,0,14,219.6162109,0,0
2416,1,1,1,152,1,1120,0,5,5,1,2,60,3,NA,NA,NA,NA,4,U,1,4,4,0,35979,0,37719,0,3401,425,0,204,1,1,30,2,2,0,9,11,1,360,NA,425,3,0,0,N,1,0,1,232,1.799999952,0,0,1,0,0,18,223.2340393,0,1
2417,1,1,1,126,1,1120,0,5,5,1,2,55,1,NA,NA,NA,NA,1,U,0,8.5,8.5,0,2550,2042,2550,2042,1297,140,0,10,2,1,19,2,6,0,28,36,2,360,NA,141,2,1,0,Y,0,0,1,52,3.099999905,0,1,1,0,0,12,237.5992889,0,0
2418,1,1,1,170,1,1120,1,3,3,1,1,26,1,NA,NA,NA,NA,3,S,0,9,9,0,1562,506,1627,506,1728,185,0,10,2,1,4,2,5,1,27,36,2,360,NA,213,3,0,0,Y,0,0,1,101,8.899999619,1,1,0,1,1,14,441.1082764,0,1
2419,1,1,1,75,1,1120,0,5,5,1,1,76,1,NA,NA,NA,NA,1,M,3,10,0.5,1,4000,1413,4248,1400,160,175,0,27,1,1,18,2,6,1,25,26,1,360,FTHB,175,2,1,0,N,0,0,2,26,10.60000038,0,0,0,0,1,14,272.0224609,0,0
2421,1,1,1,123,1,1120,0,5,5,1,2,79,0,NA,NA,NA,NA,1,M,1,8,8,0,2158,1083,2158,1083,1014,117,0,17,1,1,11,2,1,0,31,36,2,360,MHFA,119,2,1,0,Y,0,0,1,50,3.200000048,0,0,1,1,0,12,215.4068451,0,0
2422,1,1,1,153,1,1120,0,5,8,2,4,70,3,NA,NA,NA,NA,1,M,1,15,6,0,4333,434,4333,434,1437,175,0,21,1,1,11,2,1,0,30,32,2,360,NA,177,2,1,0,N,0,0,1,53,3.200000048,0,1,1,1,1,20,288.6642456,0,0
2423,1,1,1,144,1,1120,0,5,8,1,4,24,0,NA,NA,NA,NA,1,M,3,10,0.8000000119,0,4167,2038,4167,2038,1214,155,0,106,1,1,9,2,1,0,23,28,1,360,FTHB,157,1,0,0,Y,0,0,2,118,3.200000048,0,0,0,1,0,17,324.5282898,0,0
2424,1,1,1,200,3,1120,0,4,8,2,4,43,,31,3,1,NA,1,M,0,5,1,0,3417,1287,3417,1287,1251,145,0,44,1,1,17,2,1,0,27,33,2,360,NA,145,2,1,0,N,0,0,1,64,3.200000048,0,0,1,0,0,14,160.384964,0,0
2425,1,1,1,160,1,1120,0,5,5,1,2,68,0,NA,NA,NA,NA,2,M,2,17,2,0,4583,0,5661,0,1644,240,0,80,1,1,11,1,1,0,29,30,2,360,NA,240,3,0,0,N,0,0,1,708,3.200000048,0,1,1,1,0,16,216.5853119,0,1
2426,1,1,1,97,1,1120,0,5,5,2,1,58,3,NA,NA,NA,NA,1,U,0,8,6.5,0,2695,2167,2695,2167,1122,121,0,17,2,1,41,1,1,0,23,34,1,360,NA,121,2,0,0,Y,0,0,1,45,2,0,0,1,0,0,17,320.4241028,0,0
2427,1,1,1,135,1,1120,1,5,5,1,1,73,1,NA,NA,NA,NA,1,U,0,9.5,1.5,0,3417,2500,3517,2565,1459,220,0,227,2,1,11,2,1,0,24,25,2,360,NA,220,1,0,0,N,0,0,1,-379,3.200000048,1,1,1,0,1,19,344.4615479,0,0
2428,1,1,1,133,3,1120,0,5,5,1,2,999999.375,,9,9,NA,NA,1,M,0,8,8,0,3750,0,4887,0,1256,118,0,63,1,1,4,2,1,0,26,35,2,360,NA,118,2,1,0,N,0,0,2,106,3.200000048,0,1,1,0,0,12,213.4623871,0,0
2429,1,1,2,55,1,1120,1,5,8,2,4,189,3,NA,NA,NA,NA,1,U,0,15,15,1,15759,0,15759,0,669,55,0,171,1,1,17,1,1,0,7,12,2,360,NA,79,1,0,0,N,0,0,1,366,3.200000048,0,0,1,1,1,17,300.4559937,1,0
2430,1,1,1,135,1,1120,0,5,5,1,2,69,1,NA,NA,NA,NA,1,M,0,10,2.5,0,2917,2468,3317,2468,1553,220,0,139,1,1,20,1,1,0,32,33,2,360,NA,231,1,0,0,N,0,0,1,41,3.900000095,0,0,1,0,0,14,224.7774506,0,0
2431,1,1,1,180,1,1120,1,5,5,1,1,54,0,NA,3,1,NA,2,U,0,5,1.5,0,2499,1993,2499,1993,938,200,0,35,2,1,11,2,1,0,21,32,1,360,1ST TIME,204,3,1,0,N,0,0,1,37,3.599999905,0,1,1,0,1,17,319.8995972,0,1
2432,1,1,1,122,1,1120,0,5,5,1,2,33,0,NA,NA,NA,NA,1,M,3,8,8,0,2775,0,2775,0,1128,152,0,118,2,1,2,2,1,0,17,26,1,360,NA,155,2,0,0,N,1,0,1,72,3.099999905,0,1,1,0,0,16,224.3827972,0,0
2433,1,1,1,348,1,1120,0,5,5,1,2,136,0,NA,NA,NA,NA,2,M,1,2,2,0,4292,0,11318,0,3571,435,0,1203,1,1,22,2,1,0,32,51,1,360,NA,436,3,0,0,N,0,0,2,1553,3.599999905,0,1,1,0,0,18,275.2054749,0,1
2435,1,1,1,113,1,1120,1,5,5,2,2,86,1,NA,NA,NA,NA,1,U,0,2,2,0,4083,3063,4083,3063,1396,158,0,83,2,1,25,2,1,0,20,20,2,360,NA,158,1,0,0,N,0,0,1,-670,1.799999952,0,1,1,0,1,16,999999.375,0,0
2436,1,1,1,194,1,1120,0,5,5,1,1,47,0,NA,NA,NA,NA,2,U,0,2,0.1000000015,0,2083,1500,2455,1500,2006,215,0,34,1,1,11,2,1,0,25,35,1,360,NA,215,3,1,0,N,0,0,1,32,1.799999952,0,0,1,0,0,16,312.4349976,0,1
2437,1,1,1,102,1,1120,0,5,5,2,1,67,3,NA,NA,NA,NA,1,U,0,7.5,3.5,0,2875,2700,2875,2700,1183,107,0,18,1,1,23,2,1,0,21,31,2,360,NA,107,1,1,0,N,0,0,1,50,1.799999952,0,0,1,0,0,16,216.4179077,0,0
2439,1,1,1,115,3,1120,0,5,8,1,4,60,,7,7,4,NA,1,U,0,6,6,0,4960,0,6045,0,1187,145,0,31,1,0,3,2,6,0,20,20,1,360,NA,125,2,0,0,N,0,1,1,57,10.60000038,0,0,1,0,0,12,249.0624237,0,0
2440,1,1,1,162,1,1120,0,5,5,1,2,70,0,NA,1,NA,NA,1,M,1,5,1.5,0,2958,1187,2958,1187,1199,142,0,15,1,1,17,2,1,0,29,37,1,360,NA,142,2,1,0,N,0,0,2,81,3.599999905,0,0,1,0,1,16,294.1214905,0,0
2441,1,1,1,240,1,1120,0,5,5,1,2,65,1,NA,NA,NA,NA,2,M,0,5,8,0,2917,2542,2917,2542,2647,314,0,193,1,1,6,2,1,0,24,29,2,360,NA,316,3,0,0,N,0,0,1,225,5.300000191,0,1,1,0,0,16,237.0037689,0,1
2442,1,1,1,104,1,1120,0,5,8,1,4,58,0,NA,NA,NA,NA,1,U,0,8,0.1000000015,0,7500,0,13750,0,2338,350,0,151,1,1,16,1,1,0,19,31,1,360,NA,369,1,0,0,N,0,0,2,522,3.599999905,1,1,0,0,0,18,381.4504089,0,0
2443,1,1,1,125,1,1120,0,5,5,1,2,45,0,NA,NA,NA,NA,1,U,0,4,4,0,3779,1116,3779,1116,1367,200,75,60,2,1,31,2,1,0,28,38,1,360,1ST TIME,200,1,0,0,N,1,0,1,2366,3.599999905,1,0,1,0,0,22,306.9718628,0,0
2444,1,1,1,185,1,1120,0,5,5,1,2,295,1,NA,NA,NA,NA,1,M,0,13,13,1,9666,9666,14908,9666,2290,370,0,1211,1,1,37,1,1,0,9,29,1,360,NA,375,1,0,0,N,0,0,1,1420,3.599999905,0,0,1,1,0,16,257.0873718,0,0
2445,1,1,1,112,1,1120,0,5,5,1,2,59,1,NA,NA,NA,NA,1,M,0,8,8,0,3750,0,4887,0,1256,118,0,63,1,1,4,1,1,0,26,35,1,360,NA,122,2,1,0,N,0,0,1,106,3.599999905,0,1,1,0,0,12,221.7298737,0,0
2446,1,1,1,259,1,1120,0,5,8,2,4,125,0,NA,NA,NA,NA,1,U,0,6,3,0,10408,0,10408,0,2730,288,0,26,1,1,31,1,1,0,26,40,1,360,NA,288,2,1,0,Y,0,0,3,85,3.599999905,0,0,1,0,0,22,255.8013916,0,0
2448,1,1,1,150,1,1120,1,5,5,1,2,69,1,NA,NA,NA,NA,1,M,0,4,2,0,3542,2250,3542,2250,1574,163,0,17,1,1,14,2,1,0,23,34,1,360,NA,163,1,1,0,Y,0,0,1,47,3.200000048,0,1,0,0,0,16,253.8790894,0,0
2449,1,1,1,131,1,1120,0,3,3,1,2,57,0,NA,NA,NA,NA,1,M,0,10,3,1,5400,2167,5400,2167,1667,310,0,5,1,1,16,1,1,0,24,33,2,360,NA,310,2,0,0,N,0,0,1,386,10.60000038,0,0,1,0,0,12,219.6162109,0,0
2451,1,1,1,187,1,1120,0,5,5,1,2,114,1,NA,NA,NA,NA,1,M,1,9,9,0,9538,0,9538,0,2044,245,0,129,1,1,36,1,1,0,21,31,2,360,NA,245,2,0,0,N,0,0,1,170,1.799999952,0,0,1,0,1,16,193.6862793,0,0
2452,1,1,1,155,1,1120,0,5,8,2,4,41,0,NA,NA,NA,NA,1,U,0,3,1,0,550,0,1767,0,518,124,0,142,1,1,6,2,1,0,29,41,2,360,NA,129,1,0,0,N,0,0,1,158,3.200000048,0,0,1,0,1,18,294.1214905,0,0
2453,1,1,1,87,3,1120,0,4,4,1,2,26,,13,1,3,NA,1,M,0,10,5,1,4344,736,4344,736,1519,217,0,1,1,1,25,1,6,0,32,40,1,360,NA,217,2,0,0,N,0,0,1,10,3.200000048,1,0,0,0,1,12,353.3630676,0,0
2454,1,1,1,185,3,1120,0,5,5,1,2,86,,1,NA,NA,NA,1,M,2,6,2,0,5042,2083,5042,2083,1882,365,0,23,1,1,21,1,3,0,26,24,1,360,NA,373,2,0,0,N,0,0,1,60,3.599999905,0,0,1,1,1,16,306.8191223,0,0
2457,1,1,1,116,1,1120,1,5,8,1,4,32,1,NA,NA,NA,NA,1,U,0,2,2,0,2667,0,2667,0,1297,146,0,102,2,1,53,2,1,0,11,24,1,360,NA,155,1,0,0,N,1,0,1,-88,1.799999952,0,1,0,0,1,16,941.666687,0,0
2459,1,1,1,118,1,1120,1,3,3,2,1,81,1,NA,NA,NA,NA,1,M,1,18,18,0,2229,3004,2817,3940,1191,148,0,26,2,1,39,1,6,0,20,38,2,360,NA,148,2,0,0,N,0,0,1,12,3.200000048,0,0,0,1,1,12,341.0539246,0,0
2462,1,1,1,171,1,1120,0,5,8,2,4,55,1,NA,NA,NA,NA,1,U,0,8,0.8999999762,0,3833,0,4600,0,1671,185,0,26,1,1,14,2,2,0,31,33,2,360,NA,196,2,1,0,N,0,0,1,48,3.200000048,0,0,1,0,0,18,215.8175812,0,0
2463,1,1,1,104,1,1120,1,5,5,1,2,63,1,NA,NA,NA,NA,1,M,0,18,3,0,2167,2715,2545,2725,1328,149,0,40,1,1,13,1,1,0,17,32,2,360,NA,159,1,0,0,N,0,0,1,9,3.200000048,0,0,0,1,1,17,900.0020142,0,0
2464,1,1,1,153,1,1120,0,5,5,1,2,62,1,NA,NA,NA,NA,1,M,0,5,5,0,3015,2188,3015,2188,1681,161,0,16,1,1,30,2,1,0,28,37,2,360,NA,169,2,1,0,Y,0,0,2,45,1.799999952,0,0,1,0,0,16,213.4606628,0,0
2465,1,1,1,94,1,1120,0,5,5,1,2,56,0,NA,NA,NA,NA,1,M,0,0.5,0.5,0,3699,3333,3699,3333,1610,195,0,37,1,1,22,1,2,0,23,38,2,360,NA,200,2,0,0,Y,0,0,1,588,3.200000048,0,1,1,0,1,20,310.7762756,0,0
2466,1,1,1,126,1,1120,0,5,5,1,2,56,1,NA,NA,NA,NA,1,U,0,6,3,0,2833,1857,2833,1857,1312,158,0,41,2,1,13,2,2,0,28,31,2,360,NA,160,2,0,0,N,0,0,1,68,10.60000038,0,1,1,0,0,16,213.7436371,0,0
2468,1,1,1,108,3,1120,0,3,3,2,1,43,,3,NA,NA,NA,1,U,0,20,20,0,2101,1500,2101,1500,1131,171,0,38,2,0,3,2,6,0,31,31,1,360,NA,181,2,0,0,Y,0,0,1,38,3.599999905,0,1,1,1,1,14,421.1170349,0,0
2469,1,1,1,172,3,1120,1,3,3,2,1,30,,1,1,NA,NA,2,M,0,2,2,0,1858,342,1858,342,1677,186,0,25,1,0,21,1,5,0,23,45,2,360,NA,195,3,1,1,N,1,1,1,19,1.799999952,0,1,0,1,0,14,333.5836792,0,1
2471,1,1,1,145,1,1120,1,5,5,1,2,74,1,NA,NA,NA,NA,1,M,0,10,3.5,0,3883,2529,3625,2529,558,153,0,14,1,1,23,2,1,0,26,35,2,360,NA,156,2,1,0,N,0,0,1,59,3.200000048,0,1,1,1,1,18,319.8995972,0,0
2472,1,1,2,116,1,1120,1,5,5,1,2,112,1,NA,NA,NA,NA,1,M,1,20,1,0,6000,3333,6000,3333,1141,146,0,65,2,1,23,1,1,0,29,31,2,360,NA,148,1,0,0,N,1,0,1,371,3.599999905,0,1,1,1,1,17,339.3978577,1,0
2473,1,1,1,60,1,1120,0,5,8,2,4,36,1,NA,NA,NA,NA,1,U,0,22,5,0,2725,0,2995,0,697,219,0,63,1,1,10,2,1,0,23,24,2,360,NA,219,2,0,0,N,0,0,1,261,3.599999905,0,0,1,1,1,16,232.1639557,0,0
2475,1,1,1,100,1,1120,0,5,5,1,2,65,1,NA,NA,NA,NA,1,M,0,3,3,0,3000,2208,3250,2208,1075,125,0,8,1,1,16,2,1,0,16,35,2,360,NA,155,2,0,0,Y,0,0,1,11,3.599999905,0,0,1,0,0,13,186.4152222,0,0
2476,1,1,1,181,3,1120,1,4,4,1,2,57,,13,NA,NA,NA,2,M,0,10,1,0,2454,2333,2454,2333,1920,190,0,21,1,0,17,2,5,1,40,49,2,360,NA,196,3,1,1,Y,0,0,1,63,3.599999905,0,1,0,1,0,12,333.5836792,0,1
2477,1,1,1,178,1,1120,0,5,8,1,4,278,1,NA,NA,NA,NA,3,M,1,5,5,0,2750,1140,3083,1310,1357,159,0,128,1,1,20,1,1,0,18,34,1,360,FTHB,161,3,0,0,N,0,0,1,93,1.799999952,0,0,1,0,1,16,294.1214905,0,1
2478,1,1,1,124,1,1120,0,5,5,1,2,49,1,NA,NA,NA,NA,1,U,0,3,3,0,2000,2060,2000,2060,1200,155,0,20,2,1,24,2,1,0,30,37,2,360,NA,158,2,0,0,Y,0,0,1,56,3.200000048,0,0,1,0,1,16,219.1657715,0,0
2479,1,1,1,133,1,1120,0,5,5,1,2,65,0,NA,NA,NA,NA,1,M,1,5,5,0,3815,1625,3815,1625,1420,140,0,13,1,1,7,2,1,0,28,30,1,360,FTHB,144,2,1,0,N,0,0,1,58,10.60000038,0,1,1,0,0,14,210.6347961,0,0
2480,1,1,1,130,1,1120,0,5,8,2,4,51,0,NA,NA,NA,NA,1,U,0,18,10,0,4285,0,4285,0,1339,140,0,16,1,1,12,2,1,0,31,31,1,360,FTHB,140,1,1,0,Y,0,0,1,29,3.200000048,0,1,1,1,1,17,233.1879883,0,0
2481,1,1,1,194,1,1120,1,4,4,1,2,67,0,NA,NA,NA,NA,2,M,2,10,6,0,4134,1414,4134,1414,1832,216,0,35,1,1,20,2,1,0,17,34,1,360,NA,216,3,1,0,N,0,0,1,92,3.200000048,0,0,0,1,1,12,341.0539246,0,1
2482,1,1,1,96,1,1120,0,5,8,2,4,39,1,NA,NA,NA,NA,1,M,0,12,6,0,6200,3175,8550,4255,1981,381,0,117,1,1,16,1,1,0,17,17,2,360,NA,385,2,0,0,N,0,0,1,299,3.200000048,0,0,0,1,0,19,324.5282898,0,0
2483,1,1,1,172,1,1120,0,5,8,1,4,32,1,NA,NA,NA,NA,2,U,0,9,4,0,1995,0,2690,0,1774,215,0,20,1,1,9,2,1,0,27,38,2,360,NA,215,3,0,0,Y,0,0,1,84,3.200000048,0,1,1,0,0,13,210.6347961,0,1
2484,1,1,1,284,1,1120,1,3,8,1,4,140,0,NA,NA,NA,NA,1,M,2,10,4,0,1164,0,1164,0,3344,380,0,35,1,1,31,2,1,0,29,37,1,360,NA,380,2,0,0,N,0,0,1,105,3.200000048,0,1,1,0,0,24,279.7201233,0,0
2485,1,1,1,55,3,1120,0,5,5,1,2,59,,NA,9,NA,NA,1,M,0,30,21,0,3539,1376,3539,1376,744,73,98,24,1,1,14,2,1,0,15,24,2,360,NA,73,1,0,0,N,0,0,1,106,3.200000048,0,0,1,1,1,20,212.2271576,0,0
2486,1,1,1,9,3,1120,0,5,8,2,4,28,,NA,9,NA,NA,1,U,0,3.5,3.5,0,2046,0,2378,0,636,61,82,9,1,1,11,1,1,0,28,35,2,360,NA,62,1,0,0,Y,0,0,1,43,3.200000048,0,0,1,1,1,13,212.2271576,0,0
2487,1,1,1,46,3,1120,0,5,8,2,4,28,,NA,9,NA,NA,1,U,0,3.5,3.5,0,2046,0,2378,0,636,61,410,9,1,1,11,1,2,0,28,35,2,360,NA,62,1,0,0,Y,0,0,1,43,3.200000048,0,0,1,1,1,13,212.2271576,0,0
2488,1,1,1,80,1,1120,1,4,8,1,4,37,1,NA,NA,NA,NA,1,U,0,5,0.5,0,2300,0,3068,0,939,130,0,60,1,1,12,1,1,0,31,34,2,360,NA,130,1,0,0,N,0,0,1,298,3.599999905,0,0,1,1,1,16,260.9567261,0,0
2489,1,1,1,126,1,1120,0,5,5,1,2,66,1,NA,NA,NA,NA,1,U,0,4,1.529999971,0,2583,2917,2583,2917,1286,158,0,46,2,1,17,2,5,0,23,32,2,360,NA,158,2,0,0,N,0,0,1,42,4.300000191,0,0,1,0,0,16,239.7835999,0,0
2492,1,1,1,144,1,1120,0,5,5,1,2,65,0,NA,NA,NA,NA,1,M,0,7,0.5,0,2500,2883,2500,2883,1513,169,0,57,1,1,17,2,1,0,28,33,2,360,NA,170,2,1,0,Y,0,0,1,82,1.799999952,0,0,1,0,0,16,215.4068451,0,0
